Number,Gender,GivenName,Surname,TelephoneNumber,Birthday,Zodiac,Membership,BloodType,Pounds,Weight,Height,BMI
5882,female,Zhu,Niu,085 228 3506,02-10-1963,Aquarius,01-11-2016,B+,116.2,52.8,166,19.161
5883,female,Cristina,Ferri,083 944 5985,12-22-1992,Capricorn,01-07-2017,O+,193.8,88.1,158,35.2908
5884,female,Harriet,Powell,084 367 8363,7-21-1989,Cancer,01-09-2016,O+,131.6,59.8,156,24.5726
5885,male,Robert,Perkins,082 878 5760,12-22-1962,Capricorn,01-05-2019,B+,163.9,74.5,178,23.5134
5886,female,Alana,Spence,085 598 9114,10-19-1972,Libra,01-08-2020,O+,224,101.8,155,42.3725
5887,female,Onyeoruru,Akubundu,082 662 8962,7-16-1958,Cancer,01-03-2020,B+,143.2,65.1,162,24.8057
5888,female,Abby,Butcher,082 207 2576,11-14-1961,Scorpio,01-01-2019,O+,116.8,53.1,155,22.102
5889,male,Jacopo,Sagese,083 988 6938,4-23-1952,Taurus,01-12-2020,A+,172.5,78.4,172,26.5008
5890,male,Yumiya,Moriyama,082 213 0715,3-20-1990,Pisces,01-01-2018,A+,230.1,104.6,189,29.2825
5891,male,Isaia,Piazza,084 154 0671,11-10-1959,Scorpio,01-03-2016,A-,178.2,81,168,28.699
5892,male,Guo,Peng,085 525 5456,01-07-1988,Capricorn,01-11-2018,B+,218.5,99.3,188,28.0953
5893,male,Michael,Hopkins,084 460 4877,8-22-1992,Leo,01-12-2016,O+,146.1,66.4,187,18.9882
5894,female,Micheline,Elliott,084 938 0443,11-23-1969,Sagittarius,01-03-2018,O+,156.2,71,168,25.1559
5895,male,Chikere,Chidiegwu,084 662 4403,05-08-1986,Taurus,01-05-2017,O+,195.4,88.8,175,28.9959
5896,female,Jing,Wang,082 428 3569,7-13-1979,Cancer,01-09-2018,O+,180.8,82.2,168,29.1241
5897,male,Dominic,O'Brien,082 878 1650,3-15-1954,Pisces,01-03-2016,B+,171.4,77.9,168,27.6006
5898,male,Michael,Brennan,082 518 1310,10-26-1954,Scorpio,01-08-2016,O+,170.3,77.4,183,23.1121
5899,male,Harry,Thorpe,085 394 6118,04-11-1975,Aries,01-05-2018,AB+,212.7,96.7,183,28.8752
5900,male,Spencer,Reilly,085 154 5538,02-06-1958,Aquarius,01-01-2016,B-,190.7,86.7,180,26.7593
5901,male,Guang,Niu,082 417 4774,1-19-1962,Capricorn,01-10-2019,B+,232.8,105.8,185,30.9131
5902,female,Ruby,Swallow,085 507 2857,4-28-1993,Taurus,01-04-2017,O+,140.6,63.9,174,21.1058
5903,male,Mason,Herbert,083 897 5426,06-03-1977,Gemini,01-12-2017,AB-,202.6,92.1,170,31.8685
5904,male,Lachlan,Henderson,082 447 8364,09-12-1966,Virgo,01-06-2019,O+,241.3,109.7,175,35.8204
5905,female,Ailey,Johnston,085 498 5606,06-12-1984,Gemini,01-07-2017,O+,119.9,54.5,154,22.9803
5906,male,Narushi,Higa,083 377 0680,1-14-1972,Capricorn,01-06-2017,O-,255.4,116.1,174,38.3472
5907,male,Nasih,Habte,085 930 9638,7-19-1973,Cancer,01-02-2017,O+,206.6,93.9,186,27.1419
5908,male,Ryan,Parsons,084 603 0577,10-13-1962,Libra,01-01-2020,A+,210.8,95.8,177,30.5787
5909,male,Souma,Kanegi,083 365 4588,7-31-1989,Leo,01-12-2018,O+,187.9,85.4,176,27.5697
5910,female,Li Hua,Ting,085 476 3875,10-31-1988,Scorpio,01-08-2018,A+,181.9,82.7,160,32.3047
5911,male,Onuoha,Chidozie,085 389 2790,12-12-1951,Sagittarius,01-10-2018,B+,175.6,79.8,179,24.9056
5912,female,Connie,Jamieson,085 505 0251,3-26-1987,Aries,01-12-2016,O-,117.9,53.6,154,22.6008
5913,female,Nohemi,Jones,085 808 8119,10-16-1953,Libra,01-11-2018,AB+,188.1,85.5,167,30.6572
5914,female,Xiao Hong,She,084 382 7732,06-11-1983,Gemini,01-12-2017,B+,113.1,51.4,164,19.1106
5915,male,Steven,Barnes,082 116 2990,9-29-1965,Libra,01-12-2017,O+,165,75,186,21.6788
5916,female,Colomba,Pugliesi,085 166 0871,10-10-1962,Libra,01-01-2018,O+,116.6,53,153,22.6409
5917,female,Jasmine,Pavlova,082 104 7323,6-27-1964,Cancer,01-08-2018,A-,126.5,57.5,158,23.0332
5918,male,James,Vachon,083 407 1588,11-27-1981,Sagittarius,01-02-2017,A+,239.8,109,171,37.2764
5919,male,Fethawi,Yusef,082 459 8465,3-23-1959,Aries,01-05-2016,A+,247.7,112.6,173,37.6224
5920,male,Iggi,Tesmi,084 942 6364,08-02-1961,Leo,01-12-2017,O+,185.7,84.4,170,29.2042
5921,male,Meng,Feng,085 274 9342,3-29-1977,Aries,01-10-2016,O+,166.3,75.6,185,22.0891
5922,male,Constantine,Matveyev,084 384 5020,8-19-1952,Leo,01-04-2018,A+,174.5,79.3,173,26.496
5923,male,Gofreddo,Fiorentini,082 559 8485,4-24-1971,Taurus,01-01-2020,B+,219.8,99.9,174,32.9964
5924,male,Gualtiero,Greco,082 862 9228,12-10-1965,Sagittarius,01-10-2016,B+,200.4,91.1,171,31.1549
5925,female,Ryouko,Furukawa,085 568 1604,01-07-1988,Capricorn,01-09-2019,A+,137.5,62.5,170,21.6263
5926,female,Ciriaca,Li Fonti,085 498 8795,09-10-1954,Virgo,01-03-2017,B+,199.1,90.5,173,30.2382
5927,male,Takuo,Koga,082 241 7855,10-23-1990,Scorpio,01-01-2019,B+,222,100.9,176,32.5736
5928,male,Spencer,Mackay,085 646 7586,6-13-1956,Gemini,01-01-2019,O+,156.4,71.1,179,22.1903
5929,female,Abby,Knorr,084 885 4004,06-02-1954,Gemini,01-05-2016,A+,112.9,51.3,161,19.7909
5930,female,Jess,Bruce,084 419 2951,3-26-1992,Aries,01-09-2016,O+,154.7,70.3,161,27.1209
5931,male,Nico,Cameron,084 676 9910,11-01-1971,Scorpio,01-12-2018,A+,167,75.9,185,22.1768
5932,female,Selam,Gebre,082 734 6231,2-14-1955,Aquarius,01-08-2019,O-,180.8,82.2,159,32.5145
5933,male,Seigo,Miki,083 439 4359,12-25-1993,Capricorn,01-05-2020,B-,130,59.1,190,16.3712
5934,male,Fikru,Omar,084 276 1728,02-03-1955,Aquarius,01-11-2016,A+,161.7,73.5,175,24
5935,female,Chinwenma,Ugochukwutubelum,083 699 2636,11-23-1990,Sagittarius,01-01-2020,A+,170.7,77.6,171,26.5381
5936,female,Linda,Matney,084 297 1069,5-15-1992,Taurus,01-10-2016,O+,194,88.2,163,33.1966
5937,male,Christopher,Lowe,083 180 8148,02-04-1983,Aquarius,01-06-2016,O+,175.6,79.8,187,22.8202
5938,male,Wu,Tien,085 875 9280,9-16-1977,Virgo,01-11-2020,O+,218.2,99.2,171,33.925
5939,male,Tranquillo,Milanesi,083 159 6845,09-03-1976,Virgo,01-09-2018,O-,232.5,105.7,182,31.9104
5940,male,Hunter,Wardill,085 472 1454,5-22-1967,Gemini,01-06-2020,O+,184.1,83.7,167,30.0118
5941,male,Albert,Bykov,084 478 8933,05-01-1961,Taurus,01-05-2020,B+,217.6,98.9,174,32.6661
5942,male,Jack,Catts,083 660 5618,3-31-1969,Aries,01-08-2017,O+,208.8,94.9,178,29.952
5943,male,Tekle,Semere,084 617 7313,6-14-1983,Gemini,01-11-2017,B+,226.4,102.9,176,33.2193
5944,female,Gayane,Golubeva,084 275 9666,3-24-1950,Aries,01-12-2017,A+,152,69.1,163,26.0078
5945,male,Evan,Freeman,085 230 8091,8-23-1966,Virgo,01-04-2019,B+,238.9,108.6,183,32.4286
5946,female,Liya,Abraham,083 556 9122,10-27-1956,Scorpio,01-10-2019,O+,133.3,60.6,152,26.2292
5947,male,David,Mock,085 755 2628,10-19-1974,Libra,01-04-2017,B+,200.2,91,189,25.4752
5948,female,Yi,Yao,085 238 4966,11-27-1959,Sagittarius,01-10-2016,B+,173.6,78.9,166,28.6326
5949,female,Debbie,Munoz,083 395 9842,6-13-1976,Gemini,01-01-2019,O+,203.1,92.3,155,38.4183
5950,male,Michael,Lamb,084 195 3942,10-25-1971,Scorpio,01-03-2018,B+,183.3,83.3,187,23.8211
5951,male,Abbondanzio,Marino,083 743 0014,4-20-1957,Taurus,01-02-2018,B+,244.2,111,179,34.6431
5952,female,Lisa,Smith,085 684 9187,04-02-1994,Aries,01-11-2018,A+,140.4,63.8,169,22.3382
5953,male,Eric,Reid,083 948 8766,8-18-1980,Leo,01-09-2020,A+,170.7,77.6,170,26.8512
5954,male,Jun,Teng,083 328 1750,10-11-1962,Libra,01-07-2020,O+,238.5,108.4,183,32.3688
5955,female,Samantha,Greenwood,082 578 5249,9-23-1970,Libra,01-11-2018,O+,210.8,95.8,170,33.1488
5956,male,Chukwuraenye,Ginikanwa,082 535 2980,12-23-1965,Capricorn,01-09-2016,A+,211.9,96.3,185,28.1373
5957,male,Onyemauchechukwu,Obiuto,082 302 6668,5-25-1985,Gemini,01-08-2016,A+,158.2,71.9,170,24.8789
5958,male,William,Rivera,085 743 5153,6-26-1984,Cancer,01-11-2018,O+,189.9,86.3,186,24.9451
5959,female,Ekwutosi,Chiebuka,084 135 3110,10-27-1961,Scorpio,01-08-2020,A+,135.1,61.4,171,20.9979
5960,female,Lydia,Zaitseva,084 323 1176,02-12-1950,Aquarius,01-08-2018,O-,133.1,60.5,168,21.4357
5961,male,Levi,Rhodes,083 934 0289,04-01-1994,Aries,01-12-2017,B+,141,64.1,190,17.7562
5962,male,Haruhiko,Shimura,085 455 6151,5-24-1994,Gemini,01-08-2017,A+,230.6,104.8,179,32.7081
5963,male,Bradley,King,085 289 8275,02-05-1968,Aquarius,01-05-2018,B+,251.7,114.4,176,36.9318
5964,male,Mehari,Nasih,085 371 7311,9-26-1953,Libra,01-09-2020,O+,155.1,70.5,167,25.2788
5965,male,Ernesto,Phung,084 234 3882,09-09-1980,Virgo,01-02-2018,B+,166.3,75.6,173,25.2598
5966,male,Blaine,Munro,084 838 8326,7-21-1989,Cancer,01-09-2016,A-,173.6,78.9,181,24.0835
5967,male,Romano,Pagnotto,082 487 5531,11-13-1972,Scorpio,01-04-2019,A+,232.1,105.5,187,30.1696
5968,male,David,Lash,082 196 7089,7-24-1990,Leo,01-12-2017,O+,238.7,108.5,187,31.0275
5969,male,Dong,Tsai,084 788 4361,6-18-1974,Gemini,01-12-2018,AB+,211.9,96.3,188,27.2465
5970,female,Honor,McGregor,085 954 2645,01-06-1973,Capricorn,01-04-2017,A-,214.5,97.5,162,37.1513
5971,female,Sandra,Cecere,082 406 5144,1-25-1954,Aquarius,01-11-2017,B+,119.9,54.5,163,20.5126
5972,female,Isa,Nagaoka,082 198 0955,7-22-1960,Cancer,01-08-2018,O+,169,76.8,156,31.5582
5973,female,Mary,Yurieva,083 599 1007,11-24-1974,Sagittarius,01-06-2018,B+,109.3,49.7,174,16.4156
5974,female,Ting,Tang,084 744 8976,06-09-1974,Gemini,01-03-2017,B+,178.6,81.2,158,32.5268
5975,male,Amanuel,Welde,085 622 7799,1-30-1969,Aquarius,01-03-2018,B+,164.6,74.8,180,23.0864
5976,female,Fujiko,Sakuma,083 122 3234,04-08-1977,Aries,01-05-2016,B+,218.9,99.5,163,37.4497
5977,male,Jude,King,084 387 3098,10-22-1985,Libra,01-10-2020,A+,185.9,84.5,189,23.6556
5978,male,Tito,Pugliesi,082 661 2740,5-17-1955,Taurus,01-01-2020,A+,230.3,104.7,178,33.0451
5979,female,Barbara,Yashina,082 395 2562,12-25-1960,Capricorn,01-09-2016,A-,188.1,85.5,169,29.9359
5980,male,Jacob,Winter,082 921 5939,5-16-1976,Taurus,01-07-2018,B-,189.2,86,184,25.4017
5981,male,Nate,Livingstone-Learmonth,083 217 6078,07-01-1974,Cancer,01-04-2016,A+,191,86.8,188,24.5586
5982,male,Gabriel,Pokrovsky,085 365 0662,9-23-1989,Libra,01-12-2016,O+,138.8,63.1,169,22.0931
5983,male,Mohammad,Humphreys,082 762 1919,04-09-1972,Aries,01-10-2017,O+,153.3,69.7,174,23.0215
5984,female,Cong,Hs?,084 990 0377,7-25-1971,Leo,01-12-2017,A-,219.6,99.8,156,41.0092
5985,male,Michael,Graham,082 303 7776,12-31-1980,Capricorn,01-12-2019,A-,196.9,89.5,189,25.0553
5986,male,Yuusou,Ito,082 417 1811,07-07-1971,Cancer,01-04-2017,O+,243.8,110.8,180,34.1975
5987,female,Nellie,Frank,083 130 7545,3-23-1991,Aries,01-08-2016,B+,135.5,61.6,156,25.3123
5988,male,Awate,Semhar,083 929 7148,02-12-1968,Aquarius,01-10-2018,O+,217.8,99,170,34.2561
5989,female,Miu,Saitou,083 354 1702,11-25-1952,Sagittarius,01-09-2017,O-,132.2,60.1,171,20.5533
5990,male,Sun,Liao,085 774 5193,8-22-1981,Leo,01-07-2018,O+,221.5,100.7,185,29.4229
5991,male,Callum,Bull,084 149 6408,01-08-1979,Capricorn,01-09-2019,O+,197.8,89.9,175,29.3551
5992,female,Anna,Tesfay,084 324 9237,7-17-1981,Cancer,01-01-2017,B+,212.5,96.6,169,33.8223
5993,male,Jeff,Burge,085 132 9013,3-14-1953,Pisces,01-03-2020,B+,152.7,69.4,183,20.7232
5994,female,Ling,Ch'in,084 366 1616,7-17-1960,Cancer,01-04-2016,O+,192.7,87.6,163,32.9708
5995,female,Aina,Sanu,082 793 0299,6-14-1966,Gemini,01-09-2017,A+,127.8,58.1,165,21.3407
5996,male,Gildo,Pagnotto,083 903 7383,07-01-1956,Cancer,01-02-2018,B+,218.9,99.5,174,32.8643
5997,male,Torin,Robertson,084 805 7714,7-15-1979,Cancer,01-11-2017,O+,200,90.9,176,29.3453
5998,male,Eric,Miller,084 510 7929,7-19-1951,Cancer,01-05-2020,AB+,147.4,67,168,23.7387
5999,male,Hideyasu,Yamamura,083 833 2978,03-06-1972,Pisces,01-03-2016,B+,213.2,96.9,167,34.7449
6000,female,Yorika,Iwata,082 995 7135,11-03-1962,Scorpio,01-01-2018,B-,147.8,67.2,155,27.9709
6001,male,Tatsuhiko,Jouda,085 292 9704,12-09-1951,Sagittarius,01-11-2018,AB-,242.4,110.2,172,37.2499
6002,female,Yue You,Tai,084 752 2830,4-30-1986,Taurus,01-04-2020,A+,130.5,59.3,174,19.5865
6003,female,Kedija,Aatifa,085 197 2215,2-24-1978,Pisces,01-07-2016,A+,170.9,77.7,162,29.6068
6004,male,Mason,Wade,084 243 0065,9-14-1960,Virgo,01-08-2017,AB+,147,66.8,175,21.8122
6005,female,Maori,Ohira,084 244 6681,04-11-1981,Aries,01-12-2019,A+,198.9,90.4,159,35.7581
6006,male,Quirico,Moretti,084 634 4867,8-14-1969,Leo,01-04-2016,O+,253,115,181,35.1027
6007,male,Gerald,Fitzwater,083 727 5482,03-09-1989,Pisces,01-09-2017,B+,187.4,85.2,177,27.1953
6008,male,Kang,Liao,082 264 1889,06-03-1975,Gemini,01-10-2018,O+,148.1,67.3,189,18.8405
6009,male,Abbondanzio,Cattaneo,082 182 1485,12-10-1972,Sagittarius,01-09-2019,O+,254.1,115.5,181,35.2553
6010,male,Stephen,Williamson,082 519 4111,04-02-1986,Aries,01-11-2018,A+,144.5,65.7,172,22.208
6011,male,Ellis,Martin,082 671 9877,5-23-1982,Gemini,01-07-2019,O+,154.9,70.4,188,19.9185
6012,female,Kambinachi,Ebelegbulam,082 491 7598,6-16-1964,Gemini,01-02-2019,AB+,126.7,57.6,160,22.5
6013,male,Odili,Jideofor,085 521 9872,10-04-1972,Libra,01-09-2016,A+,161.9,73.6,178,23.2294
6014,male,Selassie,Abaalom,083 529 5354,08-06-1992,Leo,01-01-2019,O+,181.3,82.4,184,24.3384
6015,female,Ida,Sims,082 844 2173,03-12-1988,Pisces,01-03-2016,O+,165.7,75.3,159,29.7852
6016,male,Deodato,Siciliani,082 679 4886,1-22-1960,Aquarius,01-06-2018,B+,242.9,110.4,171,37.7552
6017,male,Boris,Bruno,082 749 0233,11-10-1963,Scorpio,01-05-2016,AB+,203.5,92.5,170,32.0069
6018,female,Junna,Mizuno,082 603 7753,06-12-1969,Gemini,01-06-2020,AB+,217.1,98.7,170,34.1522
6019,female,Marissa,Russell,084 867 0345,05-03-1990,Taurus,01-02-2020,O+,207,94.1,174,31.0807
6020,female,Cailyn,Mitchell,085 474 1941,02-09-1985,Aquarius,01-01-2017,B+,161.3,73.3,168,25.9708
6021,female,Rapuluchukwu,Dike,082 551 8396,9-21-1977,Virgo,01-12-2017,A+,125.4,57,154,24.0344
6022,male,Kifle,Fesahaye,082 892 7184,12-12-1969,Sagittarius,01-08-2019,B+,186.6,84.8,168,30.0454
6023,female,Sharon,Edmundson,084 883 7150,07-12-1951,Cancer,01-07-2020,AB+,178.4,81.1,163,30.5243
6024,male,Galileo,Fallaci,085 109 5859,3-27-1952,Aries,01-04-2018,O+,198.4,90.2,165,33.1313
6025,female,Sara,Vogel,083 542 7508,02-03-1990,Aquarius,01-06-2017,A+,148.5,67.5,155,28.0957
6026,male,Oscar,O'Ferrall,084 831 6277,5-26-1988,Gemini,01-06-2019,B-,159.7,72.6,184,21.4438
6027,female,Rhianna,Martin,084 641 7459,12-13-1967,Sagittarius,01-01-2019,O+,220.7,100.3,173,33.5126
6028,male,Miroslav,Zhirov,082 699 4071,01-05-1973,Capricorn,01-05-2019,O+,226.2,102.8,184,30.3639
6029,female,Wan,Yen,084 817 1586,11-22-1970,Sagittarius,01-05-2018,O+,141,64.1,170,22.1799
6030,female,Ting,Feng,082 600 7319,05-09-1977,Taurus,01-08-2017,O+,223.7,101.7,173,33.9804
6031,male,Selassie,Medhanie,085 143 1365,07-08-1952,Cancer,01-09-2017,B+,178.9,81.3,185,23.7546
6032,male,Yegor,Aksakov,084 848 7343,12-12-1968,Sagittarius,01-06-2018,A+,250.8,114,171,38.9864
6033,female,Mano,Suda,082 515 2238,10-03-1985,Libra,01-10-2016,O+,224.2,101.9,166,36.9792
6034,male,Ning,Teng,082 925 4982,10-17-1990,Libra,01-08-2016,B+,237.6,108,183,32.2494
6035,male,Finn,Birrell,082 112 4803,08-02-1953,Leo,01-07-2017,A+,158,71.8,172,24.2699
6036,male,Wen,Ho,083 325 0510,9-26-1980,Libra,01-01-2020,B+,230.8,104.9,180,32.3765
6037,female,Juan,Ko,085 868 1310,04-11-1991,Aries,01-05-2019,A+,142.1,64.6,171,22.0923
6038,female,Semhar,Awate,082 609 0293,02-01-1955,Aquarius,01-04-2018,A+,194.9,88.6,168,31.3917
6039,male,Rudolph,Alexeieva,083 697 8973,11-05-1962,Scorpio,01-02-2017,O-,152.9,69.5,172,23.4924
6040,male,Darcy,McNeill,085 107 8908,6-16-1954,Gemini,01-04-2018,O+,168.5,76.6,167,27.466
6041,female,Emilia,McMillan,082 502 0811,9-13-1990,Virgo,01-05-2016,B+,185.7,84.4,172,28.5289
6042,male,Masaki,Kanno,085 118 3657,8-18-1951,Leo,01-05-2017,O+,202.8,92.2,166,33.4591
6043,female,Obiuto,Nkemdirim,085 102 4081,04-03-1982,Aries,01-09-2020,O+,199.1,90.5,158,36.2522
6044,female,Sabrina,Ferri,083 115 5361,1-13-1958,Capricorn,01-07-2020,O+,131.6,59.8,169,20.9376
6045,female,Xiaoming,Hs?,082 863 4168,4-27-1961,Taurus,01-05-2016,O+,145.2,66,153,28.1943
6046,female,Zi,Ch'in,082 272 7326,3-13-1982,Pisces,01-07-2020,O+,200.2,91,171,31.1207
6047,male,Kenneth,English,085 190 9291,2-26-1962,Pisces,01-05-2016,B+,239.6,108.9,172,36.8104
6048,male,Shinsei,Kaai,082 732 3957,5-18-1977,Taurus,01-06-2017,O+,187.4,85.2,183,25.4412
6049,male,Blaine,Duncan,084 208 8888,5-13-1970,Taurus,01-10-2019,A+,184.1,83.7,175,27.3306
6050,male,Elias,Jamieson,083 809 0042,02-03-1956,Aquarius,01-04-2019,O+,227.9,103.6,166,37.5962
6051,male,Plato,Medvedev,083 421 0407,1-21-1988,Aquarius,01-10-2017,B+,164.1,74.6,179,23.2827
6052,male,Toshimichi,Sahaku,083 987 3105,8-13-1951,Leo,01-09-2016,O+,176.7,80.3,171,27.4614
6053,female,Nwando,Chidiegwu,083 107 0849,09-02-1976,Virgo,01-06-2019,O+,120.6,54.8,173,18.31
6054,female,Pauline,Alexandrova,082 431 1621,2-20-1991,Pisces,01-06-2018,AB+,159.1,72.3,159,28.5986
6055,female,Kathryn,Donaldson,083 766 6636,5-29-1978,Gemini,01-07-2016,O+,194.3,88.3,166,32.0438
6056,male,Hui,Wan,085 758 8844,8-26-1992,Virgo,01-05-2019,O+,164.6,74.8,183,22.3357
6057,female,Grace,Dennis,084 998 9825,8-24-1954,Virgo,01-02-2020,B-,181.9,82.7,168,29.3013
6058,male,Jack,Cameron,084 235 9392,03-09-1959,Pisces,01-11-2016,B+,235.8,107.2,171,36.6609
6059,female,Seren,Jones,083 832 3828,7-22-1957,Cancer,01-02-2018,B+,204.2,92.8,164,34.5033
6060,male,Rian,Paterson,085 207 8720,07-08-1960,Cancer,01-03-2018,O+,185.9,84.5,176,27.2792
6061,female,Jasmine,Humphries,083 678 7433,05-07-1950,Taurus,01-06-2020,B+,157.7,71.7,157,29.0884
6062,male,Naoto,Kamei,084 932 6246,12-01-1968,Sagittarius,01-09-2016,B+,214.5,97.5,172,32.957
6063,male,Luwam,Abrha,084 466 5584,12-13-1979,Sagittarius,01-11-2018,O+,153.8,69.9,171,23.9048
6064,female,Ezimma,Udegbunam,082 273 7511,12-14-1951,Sagittarius,01-11-2019,A-,116.6,53,158,21.2306
6065,male,Eisaku,Kumatani,085 831 9368,4-16-1984,Aries,01-09-2018,O+,173.4,78.8,184,23.275
6066,male,Abbondio,Longo,083 902 8568,10-04-1960,Libra,01-01-2017,A+,249,113.2,185,33.0752
6067,male,Lian,Liang,083 994 4434,7-20-1985,Cancer,01-01-2018,O+,202.6,92.1,179,28.7444
6068,female,Barbara,London,085 589 5808,08-07-1991,Leo,01-06-2018,A+,101.4,46.1,163,17.351
6069,female,Gail,George,082 443 4960,02-11-1978,Aquarius,01-07-2020,A+,178.9,81.3,168,28.8053
6070,male,Conall,Russell,085 815 0037,5-14-1953,Taurus,01-12-2017,B+,227,103.2,178,32.5716
6071,male,Leo,Fleming,083 669 4519,07-06-1962,Cancer,01-01-2020,B+,148.7,67.6,177,21.5775
6072,male,Chi,Chien,083 505 4203,12-29-1959,Capricorn,01-08-2018,O+,213.2,96.9,185,28.3126
6073,female,Brooke,Madsen,085 377 3427,12-17-1973,Sagittarius,01-02-2016,O-,144.3,65.6,163,24.6904
6074,male,Daniel,Massawa,082 664 9394,3-13-1954,Pisces,01-04-2019,A+,152.7,69.4,180,21.4198
6075,male,Cosma,Gallo,085 853 4887,12-29-1965,Capricorn,01-10-2018,O+,238.7,108.5,187,31.0275
6076,male,Sebastian,Pickering,083 980 6199,1-30-1982,Aquarius,01-02-2020,A+,140.4,63.8,181,19.4744
6077,male,Ilario,Russo,085 156 2371,11-06-1968,Scorpio,01-04-2019,O+,199.1,90.5,167,32.4501
6078,male,Ryan,Baughan,084 419 6607,2-16-1962,Aquarius,01-07-2020,B+,252.3,114.7,182,34.6275
6079,female,Sofia,Eyob,085 988 3052,1-27-1982,Aquarius,01-11-2019,O+,187.9,85.4,170,29.5502
6080,female,Akumjeli,Afamefula,082 889 4018,04-07-1955,Aries,01-12-2019,B+,147.6,67.1,157,27.2222
6081,female,Cong,Lai,083 570 0757,10-25-1967,Scorpio,01-09-2016,B+,116.8,53.1,154,22.3899
6082,male,Robert,Lussier,085 283 7334,02-04-1972,Aquarius,01-04-2018,O+,240.7,109.4,178,34.5285
6083,male,Blake,Cuningham,083 265 0872,4-22-1990,Taurus,01-04-2018,A+,214.7,97.6,189,27.3229
6084,female,Erin,Shepherd,082 967 4332,8-17-1990,Leo,01-05-2020,O+,186.8,84.9,174,28.042
6085,male,Mason,Crawford,085 524 5158,11-06-1988,Scorpio,01-07-2019,O+,180,81.8,186,23.6444
6086,male,Marco,Schiavone,084 110 5028,4-22-1967,Taurus,01-10-2020,AB+,213.6,97.1,176,31.3468
6087,female,Mingmei,Tsui,084 965 3123,07-06-1957,Cancer,01-12-2017,B+,209.9,95.4,167,34.207
6088,male,Preston,Anderson,085 646 9402,10-14-1959,Libra,01-11-2020,O+,149.4,67.9,178,21.4304
6089,male,Obijiaku,Chukwubuikem,084 731 0407,10-26-1978,Scorpio,01-03-2016,AB+,235,106.8,167,38.2947
6090,male,Chikwendu,Chidinma,085 864 7738,9-13-1968,Virgo,01-02-2018,O+,233,105.9,174,34.9782
6091,female,Patricia,Solomina,084 262 0921,3-31-1974,Aries,01-08-2020,A+,148.9,67.7,154,28.5461
6092,female,An,Mai,083 930 4290,02-11-1952,Aquarius,01-08-2019,A+,222.6,101.2,163,38.0895
6093,male,Sumiaki,Kashiwagi,084 910 6227,11-22-1986,Sagittarius,01-08-2016,A+,145.9,66.3,190,18.3657
6094,male,Billy,Thomson,084 322 4712,11-13-1993,Scorpio,01-05-2016,O+,186.1,84.6,190,23.4349
6095,male,Jun,Fukumoto,084 515 9102,10-12-1986,Libra,01-03-2018,A+,232.8,105.8,184,31.25
6096,male,Chukwuebuka,Ebelegbulam,085 807 4710,11-15-1971,Scorpio,01-11-2016,AB+,240.7,109.4,169,38.304
6097,male,Sebastian,Wright,082 188 7383,09-07-1992,Virgo,01-08-2016,B+,231.2,105.1,175,34.3184
6098,male,Nazario,Romani,083 537 8463,6-26-1976,Cancer,01-08-2020,O+,187.9,85.4,182,25.7819
6099,female,Lucy,Robertson,083 329 5569,7-26-1954,Leo,01-11-2019,O+,191,86.8,155,36.129
6100,male,Uranio,Mazzi,083 242 0342,1-18-1988,Capricorn,01-08-2020,O+,186.1,84.6,181,25.8234
6101,female,Layla,Crane,084 126 8984,04-03-1991,Aries,01-11-2017,O+,196.5,89.3,160,34.8828
6102,female,Jun,Wu,083 505 2248,04-07-1972,Aries,01-04-2019,O+,210.5,95.7,170,33.1142
6103,male,Freddie,Hughes,083 186 1678,6-15-1962,Gemini,01-01-2018,O+,237.8,108.1,186,31.2464
6104,female,Caitlin,Dunlea,084 319 3960,05-04-1959,Taurus,01-08-2018,O+,129.4,58.8,173,19.6465
6105,female,Kamdibe,Okwudiliolisa,082 390 6905,10-24-1975,Scorpio,01-09-2020,B+,198,90,159,35.5999
6106,male,Nwagugheuzo,Chukwufumnanya,082 894 8563,05-07-1969,Taurus,01-07-2020,A+,177.3,80.6,179,25.1553
6107,male,Cameron,Macintyre,082 155 8967,10-05-1956,Libra,01-02-2018,O+,189.9,86.3,186,24.9451
6108,male,Thomas,Croker,084 103 5757,07-01-1969,Cancer,01-11-2018,B+,249.7,113.5,183,33.8917
6109,female,Isa,Naitou,085 965 4602,11-21-1955,Scorpio,01-05-2019,O-,121.7,55.3,169,19.3621
6110,male,Hidaka,Ine,083 403 1617,10-31-1971,Scorpio,01-09-2016,O+,161.7,73.5,174,24.2767
6111,female,Mayuko,Fujii,082 816 3029,11-21-1955,Scorpio,01-01-2017,B+,126.3,57.4,159,22.7048
6112,male,Olisanugo,Chiebuka,085 185 0308,2-19-1982,Pisces,01-04-2017,A+,241.3,109.7,172,37.0809
6113,male,Sol,Davidson,084 780 0080,3-18-1951,Pisces,01-03-2017,B-,203.9,92.7,182,27.9858
6114,male,Eldar,Seleznev,082 467 2494,04-11-1982,Aries,01-04-2019,O+,151.4,68.8,168,24.3764
6115,male,Sawa,Glazkov,084 117 7458,5-23-1962,Gemini,01-06-2019,A+,207.9,94.5,168,33.4821
6116,male,Constantine,Sergeyev,085 397 4780,10-20-1989,Libra,01-10-2016,A+,220.9,100.4,178,31.6879
